1 7 13
49 61 24
49 63 23
49 65 16
49 66 24
49 73 21
49 74 19
49 90 19
49 93 16
49 99 23
49 117 26
49 133 19
49 140 20
49 152 21
49 187 17
50 51 18
50 53 19
50 56 29
50 57 15
50 60 18
50 62 25
50 69 19
50 78 16
50 79 20
50 80 22
50 84 22
50 86 22
50 88 15
50 96 12
50 98 21
50 100 13
51 53 18
51 56 18
51 58 17
51 60 26
51 62 18
51 67 18
51 69 28
51 79 20
51 80 24
51 81 16
51 83 21
51 84 24
51 85 23
52 57 12
52 61 17
52 65 23
52 68 22
52 74 18
52 76 15
52 89 13
52 97 12
52 133 23
52 160 18
52 181 13
52 194 26
52 195 23
52 199 14
52 208 13
52 221 14
52 270 26
53 56 19
53 62 21
53 67 26
53 69 17
53 75 10
53 79 27
53 80 22
53 84 22
53 85 14
53 88 23
53 100 15
53 220 11
53 228 22
53 244 14
53 273 10
53 296 21
54 70 18
54 76 11
54 105 12
54 199 13
54 201 25
54 203 19
54 208 18
54 212 26
54 221 16
54 224 13
54 254 17
54 255 19
54 256 15
54 262 15
54 264 16
54 282 20
54 285 17
54 316 18
54 320 10
54 326 18
54 372 12
54 387 13
54 391 20
55 58 26
55 72 25
55 77 20
55 82 26
55 87 29
56 57 15
56 60 18
56 62 25
56 65 6
56 69 19
56 78 16
56 79 20
56 80 22
56 84 22
56 86 22
56 88 15
56 96 12
56 98 21
56 100 13
57 61 18
57 62 12
57 65 18
57 66 14
57 73 17
57 86 13
57 96 18
57 98 20
57 117 15
57 133 14
57 194 14
57 270 14
58 60 20
58 64 17
58 69 18
58 71 16
58 72 22
58 77 22
58 81 22
58 82 27
58 83 24
58 85 23
58 87 26
58 91 17
59 63 16
59 64 15
59 66 16
59 71 18
59 73 19
59 78 13
59 86 10
59 92 29
59 93 24
59 94 22
59 96 21
59 99 18
59 112 23
59 117 13
59 152 18
59 185 19
59 187 23
60 62 16
60 64 18
60 69 27
60 78 22
60 79 17
60 80 22
60 81 19
60 83 24
60 84 22
60 85 21
60 86 21
61 63 19
61 65 20
61 66 24
61 73 22
61 74 19
61 93 15
61 96 13
61 99 19
61 117 26
61 133 22
61 152 17
61 194 17
61 270 17
62 69 17
62 79 22
62 80 22
62 84 22
62 86 19
62 88 19
62 97 11
62 98 18
62 100 16
62 294 9
62 296 17
63 66 23
63 73 20
63 74 16
63 90 21
63 92 16
63 93 21
63 99 27
63 117 22
63 133 14
63 140 20
63 152 27
63 185 25
63 187 22
64 69 16
64 71 24
64 72 21
64 78 24
64 81 24
64 83 22
64 86 18
64 91 22
64 92 15
64 94 19
64 96 13
64 112 16
65 66 15
65 68 16
65 73 13
65 74 16
65 97 13
65 98 14
65 117 17
65 133 21
65 160 16
65 194 25
65 195 17
65 270 25
66 73 26
66 74 14
66 92 16
66 93 20
66 96 17
66 99 24
66 117 25
66 133 17
66 152 22
66 187 20
67 69 17
67 75 11
67 79 25
67 80 20
67 84 20
67 85 14
67 88 22
67 95 21
67 220 12
67 228 24
67 244 16
67 273 11
67 296 20
68 74 16
68 76 22
68 89 18
68 105 20
68 133 17
68 160 17
68 175 12
68 181 17
68 194 19
68 195 28
68 199 21
68 201 11
68 208 18
68 221 18
68 264 16
68 270 19
68 316 18
68 361 17
68 388 17
69 78 20
69 79 19
69 80 24
69 81 17
69 83 22
69 84 24
69 85 23
69 86 19
70 97 13
70 100 8
70 201 18
70 203 18
70 208 12
70 212 20
70 221 13
70 223 16
70 229 16
70 239 17
70 254 14
70 255 26
70 256 14
70 262 23
70 279 17
70 281 14
70 282 19
70 285 20
70 294 16
70 391 26
71 72 21
71 78 19
71 81 23
71 83 19
71 91 26
71 92 18
71 94 23
71 112 20
72 81 24
72 82 22
72 83 19
72 85 16
72 87 25
72 91 23
72 94 16
72 112 14
73 92 19
73 93 21
73 96 20
73 99 21
73 117 23
73 133 15
73 152 20
73 187 20
74 89 14
74 90 19
74 99 15
74 117 18
74 131 16
74 133 23
74 140 21
74 175 11
74 181 17
74 194 16
74 195 16
74 270 16
75 88 14
75 100 11
75 218 18
75 220 28
75 223 20
75 228 16
75 230 16
75 239 17
75 244 20
75 247 17
75 273 28
75 275 16
75 276 16
75 284 22
75 288 17
75 294 12
75 296 16
75 300 14
76 89 18
76 105 26
76 133 11
76 151 9
76 160 17
76 167 7
76 175 13
76 181 15
76 194 13
76 195 21
76 199 25
76 201 13
76 203 15
76 208 21
76 221 19
76 264 20
76 270 13
76 316 22
76 320 11
76 361 23
76 388 23
76 393 11
77 82 23
77 85 25
77 87 20
77 95 14
78 81 19
78 83 21
78 84 17
78 86 23
78 92 13
78 96 15
79 80 24
79 84 24
79 85 15
79 88 22
79 100 14
79 220 10
79 228 20
79 244 12
79 273 9
79 296 20
80 83 17
80 84 29
80 85 18
80 86 19
80 88 17
80 296 15
81 82 20
81 83 24
81 85 17
81 87 23
81 91 23
81 94 17
81 112 14
82 83 23
82 85 23
82 87 26
82 91 16
83 84 17
83 85 21
83 86 18
83 91 18
84 85 18
84 86 19
84 88 17
84 98 14
84 296 15
85 87 20
86 96 17
86 98 18
87 91 19
88 97 10
88 100 19
88 220 15
88 228 20
88 244 16
88 273 14
88 284 10
88 294 15
88 296 27
89 105 16
89 128 15
89 131 15
89 133 12
89 151 19
89 167 15
89 175 23
89 181 24
89 182 8
89 192 14
89 195 18
89 198 14
89 199 15
89 264 10
89 361 19
89 388 19
89 393 13
90 99 19
90 115 11
90 117 17
90 130 14
90 131 17
90 140 27
90 150 13
90 152 19
90 166 14
90 180 8
90 181 11
90 185 18
91 94 21
91 112 19
92 93 24
92 94 22
92 96 21
92 99 18
92 112 23
92 152 18
92 185 19
92 187 23
93 94 19
93 96 18
93 99 22
93 112 21
93 117 16
93 152 23
93 185 24
93 187 28
94 112 26
94 185 15
94 187 18
95 226 11
95 228 24
95 244 20
95 277 11
96 98 15
96 99 14
96 117 14
96 187 17
97 98 13
97 100 20
97 160 20
97 194 15
97 201 11
97 203 16
97 208 14
97 212 11
97 221 17
97 255 15
97 270 15
97 294 21
97 296 12
97 391 12
98 100 14
98 160 10
98 194 11
98 270 11
99 117 22
99 140 19
99 152 27
99 185 25
99 187 23
100 160 13
100 203 10
100 220 12
100 221 10
100 223 7
100 255 10
100 273 11
100 294 20
100 296 21
101 104 19
101 110 25
101 116 17
101 134 18
101 138 22
101 148 23
101 183 18
101 339 12
101 347 13
101 368 15
101 400 14
102 113 21
102 114 15
102 115 13
102 121 20
102 122 14
102 124 24
102 127 20
102 129 18
102 130 16
102 135 26
102 139 27
102 142 26
102 143 26
102 149 21
102 154 25
102 158 25
102 159 19
102 161 17
102 164 12
102 166 14
102 168 16
102 169 16
102 170 20
102 177 25
102 178 15
102 180 20
102 184 21
102 188 22
103 104 21
103 106 21
103 107 22
103 109 22
103 111 22
103 116 25
103 118 25
103 119 27
103 120 21
103 134 15
103 136 19
103 141 21
103 145 22
103 148 19
103 157 21
103 165 21
103 171 12
103 179 24
103 183 24
103 186 19
103 190 25
103 196 26
103 200 27
104 107 20
104 110 20
104 116 25
104 119 20
104 138 14
104 148 25
104 179 20
104 183 26
104 197 20
104 200 22
105 160 17
105 175 11
105 181 12
105 195 19
105 198 11
105 199 28
105 201 14
105 203 16
105 208 22
105 212 11
105 221 20
105 264 22
105 316 23
105 320 13
105 361 24
105 388 24
105 393 12
106 109 26
106 111 28
106 114 20
106 118 24
106 119 19
106 120 22
106 122 19
106 126 19
106 136 23
106 137 20
106 141 25
106 144 26
106 145 25
106 164 23
106 165 23
106 168 19
106 169 18
106 171 15
106 173 21
106 176 16
106 178 19
106 182 16
106 186 23
106 190 24
106 191 19
106 193 14
106 196 21
106 200 21
107 116 21
107 119 24
107 120 23
107 125 17
107 132 20
107 146 22
107 155 17
107 157 25
107 165 22
107 179 27
107 183 20
107 196 20
107 197 24
107 200 21
108 123 11
108 128 13
108 134 14
108 137 15
108 156 15
108 167 14
108 171 18
108 172 17
108 173 15
108 176 20
108 182 16
108 192 15
108 193 19
108 198 22
108 302 9
108 320 9
108 323 9
108 354 17
108 361 10
108 366 11
108 375 14
108 388 10
108 393 22
109 111 25
109 114 20
109 118 23
109 119 22
109 120 25
109 122 21
109 126 18
109 136 25
109 137 17
109 141 27
109 144 26
109 145 28
109 157 21
109 159 16
109 164 23
109 165 26
109 168 20
109 169 19
109 170 16
109 173 18
109 176 13
109 178 19
109 179 20
109 186 25
109 190 23
109 191 19
109 196 21
109 200 21
110 116 17
110 148 22
110 183 18
110 197 13
110 339 12
110 400 14
111 114 19
111 118 25
111 119 20
111 120 21
111 122 18
111 126 18
111 134 14
111 136 22
111 137 20
111 141 24
111 144 25
111 145 24
111 164 22
111 165 22
111 168 18
111 169 17
111 171 16
111 173 22
111 176 17
111 178 18
111 182 16
111 186 22
111 190 25
111 191 18
111 193 15
111 196 22
111 200 22
112 152 17
112 185 18
112 187 21
113 120 15
113 121 22
113 122 18
113 124 20
113 127 25
113 132 18
113 135 18
113 136 16
113 139 19
113 142 20
113 143 20
113 154 18
113 155 21
113 157 14
113 158 23
113 159 25
113 165 14
113 169 19
113 170 21
113 177 23
113 186 15
113 188 16
113 189 20
114 120 17
114 122 26
114 126 22
114 129 20
114 135 15
114 136 20
114 137 17
114 139 14
114 141 22
114 142 12
114 144 23
114 145 20
114 154 16
114 159 21
114 161 18
114 164 26
114 165 18
114 168 28
114 169 27
114 170 24
114 173 15
114 174 19
114 178 27
114 182 16
114 186 21
114 191 23
115 126 13
115 128 16
115 129 19
115 130 14
115 131 21
115 135 16
115 139 14
115 140 12
115 142 12
115 151 19
115 154 17
115 161 21
115 166 23
115 167 14
115 174 19
115 175 17
115 180 21
115 181 15
115 191 12
115 192 14
116 118 22
116 119 24
116 134 17
116 138 12
116 148 23
116 157 18
116 179 22
116 183 28
116 190 22
116 196 26
116 200 26
117 133 20
117 140 18
117 152 20
118 119 23
118 120 20
118 134 17
118 136 19
118 137 17
118 141 21
118 144 21
118 145 22
118 164 18
118 165 20
118 171 16
118 173 19
118 176 16
118 179 20
118 183 21
118 186 19
118 190 29
118 193 15
118 196 25
118 200 25
119 120 23
119 136 20
119 141 21
119 144 19
119 145 23
119 148 18
119 155 15
119 157 23
119 165 23
119 179 26
119 183 23
119 186 20
119 190 23
119 196 24
119 200 25
120 122 20
120 132 18
120 136 25
120 141 24
120 144 22
120 145 26
120 155 19
120 157 25
120 159 18
120 164 19
120 165 28
120 168 17
120 169 19
120 170 16
120 179 23
120 186 25
120 190 20
120 196 19
120 200 19
121 124 23
121 125 20
121 127 26
121 132 17
121 139 19
121 142 21
121 143 21
121 147 16
121 149 19
121 155 18
121 158 24
121 159 18
121 162 22
121 163 26
121 177 24
121 184 19
121 188 18
121 189 27
122 126 21
122 129 18
122 136 23
122 137 16
122 139 13
122 141 23
122 144 22
122 145 22
122 154 15
122 155 16
122 157 16
122 159 22
122 161 15
122 164 25
122 165 21
122 168 26
122 169 27
122 170 23
122 173 14
122 174 17
122 178 25
122 186 24
122 191 22
123 153 17
123 156 25
123 171 10
123 172 20
123 193 11
123 302 16
123 323 22
123 327 20
123 345 19
123 354 23
123 359 17
123 366 28
123 368 19
123 374 24
123 375 16
123 376 27
123 378 18
123 384 18
123 397 17
123 398 15
124 127 21
124 130 17
124 135 22
124 139 24
124 142 26
124 143 26
124 147 21
124 149 24
124 150 17
124 154 20
124 158 26
124 163 23
124 177 26
124 184 24
124 188 24
124 189 25
125 127 21
125 132 25
125 146 24
125 155 24
125 157 18
125 162 27
125 163 20
125 179 15
125 189 19
125 197 18
126 128 17
126 129 20
126 136 17
126 137 22
126 141 19
126 144 21
126 145 17
126 151 14
126 154 13
126 161 20
126 164 23
126 167 17
126 168 22
126 169 20
126 170 18
126 173 19
126 174 23
126 176 14
126 178 24
126 180 12
126 182 21
126 186 18
126 191 28
126 192 18
127 132 19
127 135 18
127 136 12
127 139 19
127 142 20
127 143 20
127 149 16
127 155 21
127 157 13
127 158 23
127 159 21
127 162 23
127 177 23
127 184 16
127 188 17
127 189 24
128 129 16
128 131 13
128 137 16
128 151 25
128 161 19
128 166 11
128 167 27
128 173 14
128 174 20
128 175 20
128 176 12
128 178 12
128 181 14
128 182 20
128 191 16
128 192 26
128 198 18
128 361 11
128 388 11
128 393 14
129 131 11
129 135 20
129 137 14
129 139 18
129 141 14
129 142 16
129 143 16
129 144 14
129 151 14
129 154 22
129 159 17
129 161 26
129 164 17
129 166 15
129 168 21
129 169 20
129 170 21
129 174 24
129 178 21
129 180 20
129 186 14
129 191 20
129 192 15
130 131 13
130 135 17
130 139 17
130 140 12
130 142 18
130 143 18
130 147 25
130 149 22
130 150 27
130 154 17
130 158 15
130 166 19
130 177 15
130 180 20
130 184 22
130 188 22
131 135 8
131 140 19
131 151 16
131 154 9
131 161 13
131 166 20
131 167 11
131 174 13
131 175 18
131 180 13
131 181 20
131 192 11
132 146 26
132 155 24
132 157 22
132 162 23
132 179 18
132 189 15
132 197 21
133 140 15
133 160 12
133 181 14
133 194 21
133 195 18
133 270 21
134 138 21
134 148 18
134 156 12
134 171 25
134 172 16
134 173 15
134 176 19
134 183 18
134 190 17
134 193 24
134 196 18
134 200 17
134 354 13
134 368 15
135 139 27
135 142 25
135 143 25
135 149 21
135 154 27
135 158 23
135 159 17
135 161 19
135 166 15
135 168 16
135 169 16
135 170 20
135 174 16
135 177 23
135 178 15
135 180 23
135 184 20
135 188 22
136 141 26
136 144 24
136 145 26
136 155 17
136 157 22
136 159 20
136 164 22
136 165 26
136 168 20
136 169 22
136 170 18
136 178 19
136 186 28
136 190 19
136 191 18
136 200 17
137 141 18
137 144 20
137 145 16
137 151 12
137 164 20
137 167 18
137 168 16
137 169 15
137 171 15
137 173 26
137 174 18
137 176 21
137 178 18
137 182 25
137 190 17
137 191 22
137 192 19
137 193 15
137 198 14
138 148 18
138 153 13
138 171 17
138 172 18
138 183 13
138 193 16
138 196 11
138 347 15
138 368 21
138 374 15
138 378 14
138 400 15
139 142 27
139 143 27
139 149 22
139 150 16
139 154 25
139 158 24
139 159 17
139 161 17
139 166 15
139 168 15
139 169 15
139 170 19
139 174 14
139 177 24
139 178 14
139 180 22
139 184 22
139 188 23
140 152 18
140 166 14
140 175 10
140 180 7
140 181 13
140 185 16
141 144 27
141 145 27
141 157 20
141 159 17
141 164 24
141 165 25
141 168 22
141 169 21
141 170 18
141 173 18
141 174 14
141 178 21
141 186 27
141 190 21
141 191 20
141 196 19
141 200 19
142 143 29
142 147 22
142 149 24
142 150 18
142 154 23
142 158 26
142 159 17
142 161 15
142 166 14
142 168 13
142 169 13
142 170 17
142 177 26
142 180 20
142 184 24
142 188 25
142 189 22
143 147 22
143 149 24
143 150 18
143 154 23
143 158 26
143 159 17
143 161 15
143 166 14
143 170 17
143 177 26
143 180 20
143 184 24
143 188 25
143 189 22
144 145 25
144 159 16
144 164 26
144 165 23
144 168 22
144 169 21
144 170 18
144 173 20
144 174 15
144 176 15
144 178 22
144 182 16
144 186 25
144 190 21
144 191 22
144 196 18
144 200 18
145 155 16
145 157 22
145 159 17
145 164 22
145 165 27
145 168 20
145 169 20
145 170 16
145 173 17
145 178 19
145 179 21
145 186 26
145 190 22
145 191 18
145 196 20
145 200 20
146 155 22
146 157 21
146 162 22
146 163 15
146 179 20
146 197 23
147 149 26
147 150 25
147 158 19
147 177 19
147 184 26
147 188 26
147 189 18
148 179 17
148 183 24
148 196 21
148 200 21
148 347 7
148 368 10
148 400 8
149 150 22
149 154 19
149 158 21
149 163 20
149 166 17
149 177 21
149 180 20
149 184 28
149 188 28
149 189 21
150 166 17
150 180 18
150 184 22
150 185 9
150 188 22
150 189 15
151 161 17
151 166 14
151 167 23
151 174 18
151 175 24
151 180 11
151 181 18
151 182 16
151 191 13
151 192 22
151 198 16
151 361 11
151 388 11
151 393 12
152 185 27
152 187 24
153 172 13
153 309 16
153 310 18
153 314 12
153 322 14
153 327 21
153 337 19
153 345 18
153 347 24
153 349 15
153 350 21
153 360 24
153 366 16
153 368 20
153 371 17
153 374 22
153 376 19
153 378 27
153 389 16
153 392 17
153 396 22
153 398 24
