1,4,0,2,0,7,7,1,7,7,6,8,0,8,2,8,I
4,9,4,7,1,0,0,6,6,0,0,5,0,8,0,8,L
3,9,4,7,4,10,6,2,5,9,4,6,3,7,7,8,J
1,7,2,5,1,13,3,8,4,13,4,12,1,6,0,8,J
3,5,4,8,2,11,3,11,3,12,8,13,1,6,0,8,J
4,8,6,7,6,7,6,5,5,7,7,7,3,9,8,11,L
0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
6,11,4,6,2,9,6,6,5,13,5,9,2,8,4,9,I
4,10,7,8,8,10,8,1,6,9,5,5,3,8,7,6,I
7,9,5,13,4,6,9,3,3,12,6,5,3,8,8,8,J
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,I
4,9,5,6,2,7,4,0,9,9,2,10,0,7,2,8,L
2,2,3,4,1,10,6,2,7,12,3,8,1,6,1,7,J
1,10,0,7,1,7,7,5,3,7,6,8,0,8,0,8,I
5,12,5,7,3,9,8,3,6,13,4,5,2,8,5,10,I
1,4,2,3,1,10,6,2,6,12,4,9,0,7,1,7,J
2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,I
3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,L
1,0,1,0,0,2,2,5,4,1,2,5,0,8,0,8,L
4,11,5,8,3,8,6,0,7,13,6,9,2,7,3,8,I
1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,I
1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
4,9,5,6,4,6,4,4,8,3,2,5,4,6,2,5,L
5,11,5,6,3,6,6,3,6,11,6,11,3,7,6,8,L
0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,I
5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,I
3,10,4,8,3,14,3,5,4,13,2,9,0,7,0,8,J
1,4,2,3,1,10,6,2,6,12,4,9,0,7,1,7,J
4,10,5,7,3,5,3,7,7,2,2,4,1,6,1,5,L
5,9,4,12,4,7,8,3,3,13,5,5,3,8,7,10,J
2,9,3,7,1,12,2,10,4,13,6,13,1,6,0,8,J
4,5,5,4,2,4,4,5,8,2,2,5,1,6,1,5,L
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
4,9,4,5,2,8,8,2,5,13,5,5,1,9,5,10,I
1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,I
3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8,I
4,7,6,5,2,5,9,3,6,15,7,9,1,6,1,7,J
3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8,I
2,7,4,5,3,9,3,1,5,9,3,9,1,6,2,9,L
1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
2,9,3,6,2,10,6,1,7,11,3,6,0,7,1,7,J
1,1,2,2,1,11,7,1,5,11,4,7,0,7,0,8,J
1,3,3,2,1,6,4,1,7,7,2,10,0,7,2,8,L
4,11,5,8,3,7,7,0,9,14,6,8,0,8,1,8,I
6,15,6,8,3,7,3,3,5,12,4,13,2,7,6,8,L
5,9,6,6,5,6,7,7,5,6,6,9,6,8,5,11,L
1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,I
6,11,8,8,3,8,6,4,6,15,6,11,1,6,1,6,J
2,2,3,4,1,10,6,2,7,12,4,9,1,6,1,7,J
5,10,7,8,5,9,4,4,6,8,5,6,2,8,4,6,J
1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9,J
3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,I
1,1,1,3,1,7,7,1,7,7,6,8,0,8,2,8,I
3,11,4,8,2,9,4,5,8,12,4,12,1,6,2,6,J
2,5,4,4,1,9,6,2,7,14,5,10,1,6,1,7,J
6,10,7,8,4,8,4,1,6,7,7,8,1,10,4,8,I
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
3,7,4,5,2,3,4,3,8,2,1,7,0,7,1,5,L
1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
5,9,7,7,4,5,4,2,9,6,2,8,1,6,3,6,L
3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,I
4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,I
2,5,4,4,2,6,4,1,8,8,2,10,0,7,2,8,L
4,9,4,7,3,8,9,2,3,13,5,5,2,9,7,9,J
3,7,5,5,5,9,7,2,4,8,5,5,3,9,5,6,I
3,7,3,5,2,0,2,4,5,1,1,7,0,8,0,8,L
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
5,12,4,6,2,12,4,3,5,12,2,7,2,8,2,11,I
